article_ID,requirement_type,requirement,exact_text_quote
c-q2-07,functional,The system shall employ a rule- and prompt-driven human–agent interaction mechanism that enables agents to autonomously determine when to engage human researchers.,"The human–agent interaction mechanism employs a rule- and prompt-driven approach that enables agents to autonomously determine when to engage human researchers, ensuring the efficiency of human guidance."
c-q2-07,functional,The system shall include a shared interdisciplinary knowledge database encoding expertise and tool documents into an agent-intelligible format for dynamic retrieval.,"Third, acknowledging the interdisciplinary nature of bioinformatics, we established a shared knowledge database which encodes expertise from diverse fields, including various methods and tool documents, into an agent-intelligible format within Bio-Copilot (Fig. S2a)."
c-q2-07,functional,"The system shall dynamically retrieve relevant information from the knowledge base so agents can formulate rational plans and generate code tailored to task-specific requirements, mitigating hallucinations and biases.","By dynamically retrieving relevant information from the knowledge base, agents formulate rational plans and generate code tailored to task-specific requirements, thereby mitigating the hallucinations and biases inherent in LLMs during reasoning and decision-making ( Fig. S2b)."
c-q2-07,functional,The system shall implement continuous self-reflective learning where agents learn from their own and other agents' behaviors to progressively refine decision-making and execution capabilities.,"Specifically, agents engage in both self-reflective learning [35] from their own behaviors and other agents’ behaviors, progressively refining their decision-making and execution capabilities over time."
c-q2-07,non-functional,"The system shall generate code that is accurate, efficient, complete, readable, logical, portable, maintainable, usable, reusable, robust, secure, and scalable.","The code quality evaluation assesses Bio-Copilot’s understanding of execution plans across multiple dimensions, including accuracy , efficiency , completeness, readability , logicality , portability , maintainability , usability , reusability , robustness, security , and scalability ."
c-q2-07,non-functional,"The system shall decompose data analysis tasks and formulate execution plans that are clear, technically feasible, structured, comprehensive, rational in method selection, manage risks, manage data, demonstrate scientific rigor, allocate resources, and scale.","Task planning evaluation assesses the ability of Bio-Copilot to decompose bioinformatics tasks and formulate execution plans for clarity , technical feasibility , structurality , comprehensiveness, rationality of method selection, risk management, data management, scientific rigor, resource allocation, and scalability ."
c-q2-07,non-functional,The system shall ensure reliability and stability to handle the higher demands imposed by diverse analysis and processing steps of biological big data.,"The characteristics of biological big data often lead to diverse analysis and processing steps, which impose higher demands on the reliability and stability of AI systems."
c-q2-07,non-functional,"The system shall integrate a knowledge base and human researchers, and use agent group and reflection mechanisms to mitigate hallucinations and improve operational stability.","Bio-Copilot employs four strategies to minimize instability and reliability issues caused by LLMs during task execution. Integrating the knowledge base and human researchers helps mitigate hallucination issues and enhance system reliability . The agent group and reflection mechanisms reduce sensitivity to prompt variations, improving operational stability ."
g-q1-p1-11,functional,"The system shall be developed on a modular architecture that includes a reinforcement learning core, a fuzzy logic reasoning engine, a human feedback interface, and a bias detection module.","(i) modular architecture that includes a reinforcement learning (RL) core, fuzzy logic reasoning engine, human feedback interface, bias detection module;"
g-q1-p1-11,functional,The system shall provide explainable AI methods to output the rationale of the model.,"(ii) explainable AI (XAI) methods to output the rationale of the model,"
g-q1-p1-11,functional,The system shall enable human-in-the-loop correction.,human-in-the-loop correction
g-q1-p1-11,functional,The system shall perform bias mitigation and fairness checks.,bias mitigation and fairness checks
g-q1-p1-11,functional,The system shall provide a hybrid multi-dataset evaluation mechanism.,(v) a hybrid multi-store evaluation mechanism.
g-q1-p1-11,non-functional,The system shall have decision latency below 200 ms.,with decision latency below 200 ms.
