Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"The Rise of AI Copilots: Redefining HumanMachine Collaboration in Knowledge Work","AI copilots are revolutionizing human-machine collaboration in knowledge work, transforming productivity and introducing new ways of working, but must be balanced with ethical concerns and data security risks.","Neelam Gupta",2025,4,"Having AI copilots such as GitHub Copilot, Microsoft 365 Copilot and ChatGPT in workplaces is
completely changing the way we approach knowledge work. They are not only tools, but they also help with creating
content, reviewing information, programming and making decisions instantly. The article looks at AI copilots and how
they are changing how humans and machines work together, by supporting capabilities, creating different ways of
working and introducing new approaches to productivity. The report relies on studies, examples from industry and
theories from human-computer interaction and sociotechnical systems to look at both what these technologies do well
and what challenges they bring. Key topics, including excessive use of AI, ethical issues, deskilling workers and
dangers to data, are fully explored. The authors suggest guidelines and point to what needs to be done to promote equal
and efficient involvement of AI copilots in the workplace.","","International Journal of Multidisciplinary Research in Science, Engineering and Technology","","10.15680/ijmrset.2025.0805185","https://consensus.app/papers/the-rise-of-ai-copilots-redefining-humanmachine-gupta/f68cbc6fdcfd58889cf3e98217275bc2/"
"Harnessing AI for enhancing scientific writing in nursing research: Prospects, pitfalls, and solutions.","AI tools can enhance nursing research writing by automating tasks and boosting productivity, but their use must be mindful and responsible, ensuring scientific integrity and ethical conduct.","Y. Yasin, Areej Al-Hamad",2023,11,"Artificial intelligence (AI) has been revolutionizing various domains of human endeavor, and the scientific writing landscape in nursing research is no exception (Davenport & Kalakota, 2019). Indeed, the increasing pervasiveness of AI tools for research writing offers significant advantages, but it also presents certain challenges. Nonetheless, with mindful use, these technologies can become pivotal for researchers, including those for whom English is a second language. AI software such as ChatGPT, developed by OpenAI, and other tools like RapidMiner, Copilot by SCISPACE and Iris.ai, offer immense potential for automating and streamlining various tasks related to research. RapidMiner, with its robust AI capabilities, can be used for data analysis, enabling researchers to efficiently identify patterns and trends in their data (Bjaoui et al., 2020). Copilot serves as an AI-driven research assistant, adept at elucidating text, mathematical equations, and tables present in scientific literature, including research papers, technical blogs, and reports. This innovative tool possesses the capability to pose pertinent follow-up queries and promptly provide insightful answers, thereby facilitating a comprehensive understanding of the material at hand. Iris.ai, on the other hand, is an AI research assistant that can expedite the literature review process by providing faster access to relevant academic papers, thereby facilitating a comprehensive understanding of the research landscape. Furthermore, AI tools such as ChatGPT can also aid in drafting manuscripts (Kohli, 2023; Sawtell-Rickson, 2023), offering valuable suggestions for structuring and enhancing the content. This amalgamation of tools significantly boosts productivity and facilitates scientific progress by making research writing a more efficient process. In the case of nonnative English speakers, AI software with advanced language processing capabilities can help overcome language barriers by providing real-time language corrections, vocabulary suggestions, and grammar checks, thereby enhancing the overall readability and credibility of their work (Gayed et al., 2022). It could help researchers convey complex nursing concepts with clarity and precision. For example, Grammarly, an AI-powered writing assistant that can correct grammar and punctuation errors, enhance clarity and meaning, and even detect plagiarism, proving to be especially beneficial for nonnative English speakers (Oneill & Russell, 2019). Writefull, an AI language tool developed specifically for academic writing, offers researchers feedback on their writing, such as correcting language errors and providing alternative phrasing suggestions (Markéta, 2022). On the other hand, while the advantages are substantial, the use of AI in research writing also poses certain challenges. First, reliance on AI might inadvertently promote less critical engagement with literature and data analysis, which could potentially compromise the rigor and validity of the research (Hosseini et al., 2023). Second, AI systems might inadvertently introduce errors or biases in writing, given their training on existing data, which might reflect historical biases (Hosseini et al., 2023). Moreover, AI tools, while sophisticated, cannot fully replicate the nuanced understanding and experiential knowledge that human researchers bring to the table, especially in a field as human-centric as nursing research. Hence, uncritical reliance on AI might inadvertently overlook important nuances and complexities inherent in nursing research. To mitigate these potential disadvantages, the solution lies in mindful and responsible use of AI. Researchers need to maintain active engagement with their work, critically examining AI-generated content, and cross-verifying AI-processed data and literature. AI should be used as a tool to aid the process of research and not as a substitute for human intellectual effort and judgment. Importantly, scientists, researchers, and trainees should participate in the further development and fine-tuning of AI tools, ensuring the tools' efficacy and minimizing misuse. Incorporating rigorous barriers against misinformation and biases is a crucial part of this endeavor. Furthermore, in promoting AI use in research writing, the principles of scientific integrity must remain paramount. As noted, there is nothing artificial about scientific integrity. It remains the responsibility of human researchers to ensure the highest ethical conduct and accurate reporting of science. In this context, AI tools should be used judiciously, supplementing human intelligence rather than replacing it. When a manuscript section, crafted by a Natural Language Processing (NLP) system such as ChatGPT, manifests inaccuracies or biases, the onus lies with the co-authors to ensure its correctness, persuasiveness, and ethical uprightness. Therefore, users of these NLP systems, when using them for manuscript writing, must rigorously vet the generated content for factual correctness, appropriate referencing, potential biases, logical and mathematical reasoning, pertinence, and novelty (Hosseini et al., 2023). In cases where NLP systems are used to generate English content and the authors possess limited English proficiency, it's essential to seek assistance from a fluent English speaker to detect potential errors. Should an NLP system err, either by inclusion or omission, authors must adopt precautionary steps to rectify it before publication. Looking towards the future, the potential applications of AI in nursing research and education appear to be expansive and transformative. With the integration of AI in data analysis and synthesis, we can anticipate a significant acceleration in nursing research. Incorporating AI in teaching nursing research to nursing students could significantly enhance their learning experience. To begin with, AI-powered tools could be integrated into the curriculum to expose students to real-world applications of AI in nursing research. For instance, AI-based data analysis tools can be used in teaching statistical analysis, enabling students to understand complex datasets and identify patterns more efficiently. Students could also use AI-driven literature review tools to streamline their research process, helping them understand how to select and synthesize relevant studies. Additionally, AI writing assistants can aid in teaching students how to draft clear and cohesive research manuscripts and improving their academic writing skills. As part of their training, students should also be taught about the ethical considerations related to the use of AI, including data privacy, bias, and the importance of human oversight. By doing so, nursing educators can equip students with both the practical skills and ethical awareness necessary to navigate the evolving landscape of nursing research in the AI era. Ultimately, the growing ubiquity of AI in research writing is an innovation that cannot be ignored. As researchers and educators in the field of nursing, it is our responsibility to use these tools to their best advantage, and for the greater good. By teaching our trainees to effectively and ethically utilize these tools, we enable the next generation of researchers to contribute significantly to the progress of nursing science. In conclusion, AI offers considerable potential in enhancing scientific writing in nursing research. However, this comes with the understanding that the tools are just that—tools. Human intelligence, discernment, and integrity remain the driving force behind all scientific progress. Manuscript writing: Yasin M. Yasin and Areej AL-hamad. Critical revisions for important intellectual content: Yasin M. Yasin and Areej AL-hamad. The authors declare no conflicts of interest.","","Research in nursing & health","1","10.1002/nur.22326","https://consensus.app/papers/harnessing-ai-for-enhancing-scientific-writing-in-nursing-yasin-al-hamad/54b7ddfccf095f1e9fa07ccd59b3938c/"
"A Qualitative Study of User Perception of M365 AI Copilot","M365 AI Copilot showed value in specific operational areas but faced ethical concerns and usability limitations, limiting its broader impact.","Muneera Bano, Didar Zowghi, Jon Whittle, Liming Zhu, Andrew Reeson, Rob Martin, Jen Parsons",2025,1,"Adopting AI copilots in professional workflows presents opportunities for enhanced productivity, efficiency, and decision making. In this paper, we present results from a six month trial of M365 Copilot conducted at our organisation in 2024. A qualitative interview study was carried out with 27 participants. The study explored user perceptions of M365 Copilot's effectiveness, productivity impact, evolving expectations, ethical concerns, and overall satisfaction. Initial enthusiasm for the tool was met with mixed post trial experiences. While some users found M365 Copilot beneficial for tasks such as email coaching, meeting summaries, and content retrieval, others reported unmet expectations in areas requiring deeper contextual understanding, reasoning, and integration with existing workflows. Ethical concerns were a recurring theme, with users highlighting issues related to data privacy, transparency, and AI bias. While M365 Copilot demonstrated value in specific operational areas, its broader impact remained constrained by usability limitations and the need for human oversight to validate AI generated outputs.","","ArXiv","","10.48550/arxiv.2503.17661","https://consensus.app/papers/a-qualitative-study-of-user-perception-of-m365-ai-copilot-bano-zowghi/5f84540c5ee754fa8d1c1c5a6245e6e7/"
"On the assessment of generative AI in modeling tasks: an experience report with ChatGPT and UML","ChatGPT's current performance in software modeling is limited due to syntactic and semantic deficiencies, lack of consistency, and scalability issues.","J. Cámara, J. Troya, Lola Burgueño, Antonio Vallecillo",2023,198,"Most experts agree that large language models (LLMs), such as those used by Copilot and ChatGPT, are expected to revolutionize the way in which software is developed. Many papers are currently devoted to analyzing the potential advantages and limitations of these generative AI models for writing code. However, the analysis of the current state of LLMs with respect to software modeling has received little attention. In this paper, we investigate the current capabilities of ChatGPT to perform modeling tasks and to assist modelers, while also trying to identify its main shortcomings. Our findings show that, in contrast to code generation, the performance of the current version of ChatGPT for software modeling is limited, with various syntactic and semantic deficiencies, lack of consistency in responses and scalability issues. We also outline our views on how we perceive the role that LLMs can play in the software modeling discipline in the short term, and how the modeling community can help to improve the current capabilities of ChatGPT and the coming LLMs for software modeling.","","Software and Systems Modeling","1","10.1007/s10270-023-01105-5","https://consensus.app/papers/on-the-assessment-of-generative-ai-in-modeling-tasks-an-c%C3%A1mara-troya/b21c95a48f2259ffbec76a7ac2bc4ed9/"
"QSP‐Copilot: An AI‐Augmented Platform for Accelerating Quantitative Systems Pharmacology Model Development","QSP-Copilot reduces model development time by 40% and improves methodological transparency, enhancing scalability and impact in drug development for rare diseases.","Anuraag Saini, A. Farnoud",2025,2,"Quantitative Systems Pharmacology (QSP) is a powerful approach to provide decision-making support throughout the drug development process. QSP comes with many challenges in model development, validation, and applications. Traditional QSP workflows are limited by slow knowledge integration, labor-intensive model construction, inconsistent validation practices, and restricted scalability. In this work, we introduce QSP-Copilot, the first end-to-end AI-augmented solution designed to improve QSP modeling workflows by integrating a multi-agent system utilizing large language models (LLMs). QSP-Copilot provides modular support from project scoping and model structuring to model evaluation and reporting. Through the automation of routine tasks, QSP-Copilot reduces model development time by approximately 40% and improves methodological transparency through systematic documentation of literature sources and modeling assumptions. We demonstrate QSP-Copilot's application for two rare diseases of blood coagulation and Gaucher disease. In the blood coagulation case, automated extraction from ten peer-reviewed articles yielded 179 biological entity interaction pairs; out of these, only 105 unique mechanisms were retained after standardization. For Gaucher disease, screening nine articles produced 151 pairs, which were consolidated into 68 distinct biological interactions following the same post-processing workflow. The extraction precision for blood coagulation and Gaucher disease is 99.1% and 100.0%, respectively. QSP-Copilot extractions can be incorporated into effect diagrams with minimal expert filtering, significantly reducing the manual curation burden. The integration of AI-augmented workflows like QSP-Copilot represents a pivotal shift toward enhanced scalability and impact for QSP across the drug development pipelines, especially in disease areas where biological knowledge is sparse, such as rare diseases.","","CPT: Pharmacometrics & Systems Pharmacology","1","10.1002/psp4.70127","https://consensus.app/papers/qsp%E2%80%90copilot-an-ai%E2%80%90augmented-platform-for-accelerating-saini-farnoud/b40e475aba3654bb99f37c56a9601251/"
"Preparing for the Future: An Initial Examination of Generative AI’s Integration into Unified Communications Through the Lens of Microsoft Copilot in Teams","Generative AI integration in unified communications platforms enhances productivity and decision support, but adoption challenges require strategic planning to address implementation complexities and ensure effective deployment.","Joy Fluker, Meg Coffin Murray, Jayant Gupta",2025,0,"Aim/Purpose
This study explores how generative AI is being integrated into unified communications (UC) platforms, focusing specifically on Microsoft Copilot as implemented in Microsoft Teams. It explores how generative AI enhances UC functionalities, identifies key adoption challenges, and provides insights into implementation strategies. Unlike traditional technologies that followed a gradual adoption curve, Copilot’s integration into Teams has the potential to accelerate its adoption, necessitating organizations to be proactive in their planning for its use.

Background
UC platforms have transformed enterprise communication by integrating multiple tools into a single interface. The integration of generative AI into UC introduces automation of complex routine and time-intensive tasks, enhanced decision support, and workflow optimization. However, adoption dynamics, user experiences, and long-term organizational impacts remain underexplored. 

Methodology 
This study employs a meta-analytic approach, synthesizing findings from peer-reviewed articles, conference proceedings, and industry reports. The analysis categorizes user perceptions of AI usefulness, key adoption barriers, and best practices for integration.

Contribution 
This study evaluates the emerging literature on generative AI in UC platforms, focusing on initial user impressions and adoption challenges. Given the technology’s early stage, the findings provide preliminary insights to help organizations plan for effective AI integration in UC environments.

Findings 
The findings indicate that generative AI in UC platforms enhances productivity, streamlines workflows, and improves decision support through features such as meeting summarization, transcription, and AI-driven content generation. However, adoption challenges, including resistance to change, data privacy concerns, and integration complexities, remain key barriers.

Recommendations for Practitioners 
Preliminary findings indicate that users recognize the value of UC platforms integrated with generative AI and anticipate increasing benefits over time. However, successful adoption requires strategic planning to address implementation challenges and ensure effective deployment.

Recommendations for Researchers 
As AI technologies evolve, further research is needed to assess the long-term impact of generative AI in UC platforms on workplace efficiency, productivity gains, user adaptation, and organizational transformation. Comparative research across industries can provide domain-specific best practices, while investigations into human-AI collaboration should examine the balance between automation and human oversight to optimize AI’s role in workplace communication.

Impact on Society 
The integration of generative AI in UC platforms has far-reaching implications for enterprise communication, workforce collaboration, and digital transformation. AI-driven automation is poised to enhance workplace efficiency, but responsible governance and deployment are crucial for ensuring fair and transparent adoption.

Future Research 
Future research is needed to explore the evolving role of agentic AI and its impact on enterprise workflows and strategic decision-making. Studies should assess its role in reducing cognitive load and enhancing team coordination while also addressing adoption challenges such as ethics, automation reliability, and user trust in autonomous AI systems.","meta-analysis","Issues in Informing Science and Information Technology","","10.28945/5514","https://consensus.app/papers/preparing-for-the-future-an-initial-examination-of-fluker-murray/0ed4160c506757aea5543485f1f5ea60/"
"Three Challenges for AI-Assisted Decision-Making","AI-assisted decision-making faces challenges in understanding complementarity, human mental models, and designing interactions to avoid cognitive overload and ineffective reliance strategies.","M. Steyvers, Aakriti Kumar",2023,123,"Artificial intelligence (AI) has the potential to improve human decision-making by providing decision recommendations and problem-relevant information to assist human decision-makers. However, the full realization of the potential of human-AI collaboration continues to face several challenges. First, the conditions that support complementarity (i.e., situations in which the performance of a human with AI assistance exceeds the performance of an unassisted human or the AI in isolation) must be understood. This task requires humans to be able to recognize situations in which the AI should be leveraged and to develop new AI systems that can learn to complement the human decision-maker. Second, human mental models of the AI, which contain both expectations of the AI and reliance strategies, must be accurately assessed. Third, the effects of different design choices for human-AI interaction must be understood, including both the timing of AI assistance and the amount of model information that should be presented to the human decision-maker to avoid cognitive overload and ineffective reliance strategies. In response to each of these three challenges, we present an interdisciplinary perspective based on recent empirical and theoretical findings and discuss new research directions.","","Perspectives on Psychological Science","1","10.1177/17456916231181102","https://consensus.app/papers/three-challenges-for-aiassisted-decisionmaking-steyvers-kumar/05fc66241e495f5e81b7c0d12b86116e/"
"Human-AI Collaboration: Enhancing Productivity and Decision-Making","Human-AI collaboration can enhance productivity and decision-making accuracy in various sectors, but challenges like integration and ethical concerns must be addressed for optimal outcomes.","Olayiwola Blessing Akinnagbe",2024,15,"The integration of Artificial Intelligence (AI) into various sectors has catalyzed significant improvements in productivity and decision-making. This paper explores the collaborative potential between humans and AI, focusing on how this synergy can enhance both operational efficiency and decision-making accuracy. While AI excels in processing vast amounts of data and automating repetitive tasks, human capabilities in creativity, intuition, and emotional intelligence complement AI systems, enabling more nuanced and informed decisions. Through a comprehensive review of existing literature, case studies, and real-world applications, the paper examines how AI tools, such as predictive analytics, machine learning, and cognitive computing, support human decision-makers in fields such as healthcare, finance, and business. Despite the clear benefits, challenges persist, including technical integration issues, resistance to AI adoption, and ethical concerns related to bias and transparency. This paper proposes a framework for optimizing human-AI collaboration, emphasizing complementary roles and the development of hybrid intelligence systems. It concludes by identifying future research directions and policy implications, aimed at fostering more effective and ethical human-AI partnerships in the workplace.","literature review","International Journal of Education, Management, and Technology","","10.58578/ijemt.v2i3.4209","https://consensus.app/papers/humanai-collaboration-enhancing-productivity-and-akinnagbe/41e3c6ce7b1c5cd18094418ec81fc06a/"
"Metadata Augmentation using NLP, Machine Learning and AI chatbots: A comparison","AI chatbots perform similarly to other machine learning methods for document classification, but struggle with user experience and can make conceptual errors.","Alfredo Gonz'alez-Espinoza, Dom Jebbia, Haoyong Lan",2025,0,"Recent advances in machine learning and artificial intelligence have provided more alternatives for the implementation of repetitive or monotonous tasks. However, the development of AI tools has not been straightforward, and use case exploration and workflow integration are still ongoing challenges. In this work, we present a detailed qualitative analysis of the performance and user experience of popular commercial AI chatbots when used for document classification with limited data. We report the results for a real-world example of metadata augmentation in academic libraries environment. We compare the results of AI chatbots with other machine learning and natural language processing methods such as XGBoost and BERT-based fine tuning, and share insights from our experience. We found that AI chatbots perform similarly among them while outperforming the machine learning methods we tested, showing their advantage when the method relies on local data for training. We also found that while working with AI chatbots is easier than with code, getting useful results from them still represents a challenge for the user. Furthermore, we encountered alarming conceptual errors in the output of some chatbots, such as not being able to count the number of lines of our inputs and explaining the mistake as ``human error''. Although this is not complete evidence that AI chatbots can be effectively used for metadata classification, we believe that the information provided in this work can be useful to librarians and data curators in developing pathways for the integration and use of AI tools for data curation or metadata augmentation tasks.","","ArXiv","","10.48550/arxiv.2504.17189","https://consensus.app/papers/metadata-augmentation-using-nlp-machine-learning-and-ai-gonzalez-espinoza-jebbia/85120bde76c358f9a4da18f7d32c330d/"
"Enhancing Business Decision-Making through AI Augmented Analytics Using Power BI Copilot","","",2025,0,"","","International Journal of Computer Science and Engineering","","10.14445/23488387/ijcse-v12i8p102","https://consensus.app/papers/enhancing-business-decisionmaking-through-ai-augmented/67af7b06f92c59bfa8ece9c2c1de08ef/"
