Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Generating Java Methods: An Empirical Assessment of Four AI-Based Code Assistants","AI-based code assistants can speed up Java method development, but their effectiveness decreases when dealing with dependencies outside single classes.","Vincenzo Corso, Leonardo Mariani, D. Micucci, O. Riganelli",2024,22,"AI-based code assistants are promising tools that can facilitate and speed up code development. They exploit machine learning algorithms and natural language processing to interact with developers, suggesting code snippets (e.g., method implementations) that can be incorporated into projects. Recent studies empirically investigated the effectiveness of code assistants using simple exemplary problems (e.g., the re-implementation of well-known algorithms), which fail to capture the spectrum and nature of the tasks actually faced by developers. In this paper, we expand the knowledge in the area by comparatively assessing four popular AI-based code assistants, namely GitHub Copilot, Tabnine, ChatGPT, and Google Bard, with a dataset of 100 methods that we constructed from real-life open-source Java projects, considering a variety of cases for complexity and dependency from contextual elements. Results show that Copilot is often more accurate than other techniques, yet none of the assistants is completely subsumed by the rest of the approaches. Interestingly, the effectiveness of these solutions dramatically decreases when dealing with dependencies outside the boundaries of single classes. CCS CONCEPTS • Software and its engineering → Integrated and visual development environments.","","2024 IEEE/ACM 32nd International Conference on Program Comprehension (ICPC)","","10.1145/3643916.3644402","https://consensus.app/papers/generating-java-methods-an-empirical-assessment-of-four-corso-mariani/05430a428b0c5b91a299ca3ac90ec4c9/"
"Evaluating the Impact of Assistive AI Tools on Learning Outcomes and Ethical Considerations in Programming Education","GitHub Copilot enhances productivity in routine coding activities but is insufficient for tasks requiring deep problem-solving skills, and may hinder independent skill development.","Seong Min Park, Marco Ho, Michael Pin-Chuan Lin, Jeeho Ryoo",2025,2,"This study critically evaluates the efficacy of GitHub Copilot in low-level programming education, specifically within C programming tasks involving complex concepts like memory management and pointer manipulation. While AI tools have shown promise in supporting high-level programming, its impact on skill-intensive, low-level contexts remains underexplored. We conducted a within-subject experimental study with 34 graduate computer science students, assessing performance on AI -assisted and independent tasks. Statistical analyses revealed that Copilot, one of the AI programming tools, enhances productivity in routine coding activities; however, it is insufficient for tasks requiring deep problem-solving skills. Notably, a significant performance decline in AI-free tasks suggests a dependency on Copilot that may hinder the development of essential independent problem-solving abilities. Survey feedback underscores ethical concerns, with 40.6 % of students expressing uncertainty about responsible AI usage and potential over-reliance. These findings highlight the ne-cessity for structured instructional practices, including AI-free assessments and clear ethical guidelines, to promote balanced technology integration in programming education. This study contributes to educational theory by illuminating the limitations of generative AI within constructivist and self-regulated learning frameworks. Future research should explore the long-term effects of AI dependency on technical skill development and investigate AI advancements tailored for low-level programming to better support foundational skills.","","2025 IEEE Global Engineering Education Conference (EDUCON)","","10.1109/educon62633.2025.11016517","https://consensus.app/papers/evaluating-the-impact-of-assistive-ai-tools-on-learning-park-ho/7f00f2e4e387577b8f289042b3a71b8c/"
"Significant Productivity Gains through Programming with Large Language Models","AI-assisted coding significantly increases productivity and engagement, with users displaying distinct usage patterns and strategies depending on the presentation and interaction methods.","Thomas Weber, Maximilian Brandmaier, Albrecht Schmidt, Sven Mayer",2024,37,"Large language models like GPT and Codex drastically alter many daily tasks, including programming, where they can rapidly generate code from natural language or informal specifications. Thus, they will change what it means to be a programmer and how programmers act during software development. This work explores how AI assistance for code generation impacts productivity. In our user study (N=24), we asked programmers to complete Python programming tasks supported by a) an auto-complete interface using GitHub Copilot, b) a conversational system using GPT-3, and c) traditionally with just the web browser. Aside from significantly increasing productivity metrics, participants displayed distinctive usage patterns and strategies, highlighting that the form of presentation and interaction affects how users engage with these systems. Our findings emphasize the benefits of AI-assisted coding and highlight the different design challenges for these systems.","","Proceedings of the ACM on Human-Computer Interaction","1","10.1145/3661145","https://consensus.app/papers/significant-productivity-gains-through-programming-with-weber-brandmaier/1afb96aa141056b9b773bb23aa995dd0/"
"From Code Generation to Software Testing: AI Copilot With Context-Based Retrieval-Augmented Generation","AI-driven technologies can transform software testing by enhancing traditional methods with context-based retrieval-augmented generation.","Yuchen Wang, Shangxin Guo, C. Tan",2025,13,"The rapid pace of large-scale software development places increasing demands on traditional testing methodologies. We propose a novel perspective on software testing, highlighting the transformative potential of AI-driven technologies in modern software development practices.","","IEEE Software","2","10.1109/ms.2025.3549628","https://consensus.app/papers/from-code-generation-to-software-testing-ai-copilot-with-wang-guo/91212ba8b8865894866804d77cf172af/"
"The Role of GitHub Copilot on Software Development: A Perspec-tive on Productivity, Security, Best Practices and Future Directions","GitHub Copilot boosts productivity in software development, but concerns about security vulnerabilities and intellectual property risks persist.","Suresh Babu Nettur, Shanthi Karpurapu, Unnati Nettur, Likhit Sagar Gajja, Sravanthy Myneni, Akhil Dusi",2025,0,"GitHub Copilot is transforming software development by automating tasks and boosting productivity through AI driven code generation. In this paper, we conduct a literature survey to synthesize insights on Copilot's impact on productivity and security. We review academic journal databases, industry reports, and official documentation to highlight key findings and challenges. While Copilot accelerates coding and prototyping, concerns over security vulnerabilities and intellectual property risks persist. Drawing from the literature, we provide a perspective on best practices and future directions for responsible AI adoption in software engineering, offering actionable insights for developers and organizations to integrate Copilot effectively while maintaining high standards of quality and security.","literature review","ArXiv","","10.48550/arxiv.2502.13199","https://consensus.app/papers/the-role-of-github-copilot-on-software-development-a-nettur-karpurapu/0df61d905e9f56f79be3eccc1e39b4a3/"
"From ""Ban It Till We Understand It"" to ""Resistance is Futile"": How University Programming Instructors Plan to Adapt as More Students Use AI Code Generation and Explanation Tools such as ChatGPT and GitHub Copilot","University programming instructors plan to adapt their courses to AI tools like ChatGPT and GitHub Copilot, with some aiming to ban them and others integrating them to prepare students for future jobs.","Sam Lau, Philip J. Guo",2023,224,"Over the past year (2022–2023), recently-released AI tools such as ChatGPT and GitHub Copilot have gained significant attention from computing educators. Both researchers and practitioners have discovered that these tools can generate correct solutions to a variety of introductory programming assignments and accurately explain the contents of code. Given their current capabilities and likely advances in the coming years, how do university instructors plan to adapt their courses to ensure that students still learn well? To gather a diverse sample of perspectives, we interviewed 20 introductory programming instructors (9 women + 11 men) across 9 countries (Australia, Botswana, Canada, Chile, China, Rwanda, Spain, Switzerland, United States) spanning all 6 populated continents. To our knowledge, this is the first empirical study to gather instructor perspectives about how they plan to adapt to these AI coding tools that more students will likely have access to in the future. We found that, in the short-term, many planned to take immediate measures to discourage AI-assisted cheating. Then opinions diverged about how to work with AI coding tools longer-term, with one side wanting to ban them and continue teaching programming fundamentals, and the other side wanting to integrate them into courses to prepare students for future jobs. Our study findings capture a rare snapshot in time in early 2023 as computing instructors are just starting to form opinions about this fast-growing phenomenon but have not yet converged to any consensus about best practices. Using these findings as inspiration, we synthesized a diverse set of open research questions regarding how to develop, deploy, and evaluate AI coding tools for computing education.","","Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1","","10.1145/3568813.3600138","https://consensus.app/papers/from-ban-it-till-we-understand-it-to-resistance-is-futile-how-lau-guo/a0a81fe1f79854359fe2de3a49a1afdd/"
"Experience with GitHub Copilot for Developer Productivity at Zoominfo","GitHub Copilot improves developer productivity at Zoominfo, with an average acceptance rate of 33% for suggestions and 20% for lines of code, and high developer satisfaction scores of 72%.","Gal Bakal, Ali Dasdan, Yaniv Katz, Michael Kaufman, Guy Levin",2025,9,"This paper presents a comprehensive evaluation of GitHub Copilot's deployment and impact on developer productivity at Zoominfo, a leading Go-To-Market (GTM) Intelligence Platform. We describe our systematic four-phase approach to evaluating and deploying GitHub Copilot across our engineering organization, involving over 400 developers. Our analysis combines both quantitative metrics, focusing on acceptance rates of suggestions given by GitHub Copilot and qualitative feedback given by developers through developer satisfaction surveys. The results show an average acceptance rate of 33% for suggestions and 20% for lines of code, with high developer satisfaction scores of 72%. We also discuss language-specific performance variations, limitations, and lessons learned from this medium-scale enterprise deployment. Our findings contribute to the growing body of knowledge about AI-assisted software development in enterprise settings.","","ArXiv","","10.48550/arxiv.2501.13282","https://consensus.app/papers/experience-with-github-copilot-for-developer-bakal-dasdan/98684d0cd7fd5765964ae2c73b01096f/"
"On the assessment of generative AI in modeling tasks: an experience report with ChatGPT and UML","ChatGPT's current performance in software modeling is limited due to syntactic and semantic deficiencies, lack of consistency, and scalability issues.","J. Cámara, J. Troya, Lola Burgueño, Antonio Vallecillo",2023,198,"Most experts agree that large language models (LLMs), such as those used by Copilot and ChatGPT, are expected to revolutionize the way in which software is developed. Many papers are currently devoted to analyzing the potential advantages and limitations of these generative AI models for writing code. However, the analysis of the current state of LLMs with respect to software modeling has received little attention. In this paper, we investigate the current capabilities of ChatGPT to perform modeling tasks and to assist modelers, while also trying to identify its main shortcomings. Our findings show that, in contrast to code generation, the performance of the current version of ChatGPT for software modeling is limited, with various syntactic and semantic deficiencies, lack of consistency in responses and scalability issues. We also outline our views on how we perceive the role that LLMs can play in the software modeling discipline in the short term, and how the modeling community can help to improve the current capabilities of ChatGPT and the coming LLMs for software modeling.","","Software and Systems Modeling","1","10.1007/s10270-023-01105-5","https://consensus.app/papers/on-the-assessment-of-generative-ai-in-modeling-tasks-an-c%C3%A1mara-troya/b21c95a48f2259ffbec76a7ac2bc4ed9/"
"AI Copilot for the Modern Developer : Leveraging GenAI in Software Development","AI copilots powered by Generative AI and Large Language Models enhance developer productivity, improve code quality, and democratize software development, potentially leading to more efficient, higher-quality, and innovative solutions.","Anuja Nagpal",2024,1,"This paper explores the transformative impact of AI copilots on software development, powered by Generative AI and Large Language Models. It examines how these tools enhance developer productivity, improve code quality, and democratize software development. The study delves into the core technologies behind AI copilots, including code synthesis and contextual learning, and discusses their integration with development environments. The paper also investigates the role of reinforcement learning in continuously improving AI copilots and analyzes their impact on software development practices. Additionally, it explores future prospects, including more sophisticated natural language understanding and improved cross-language support. Throughout, the paper emphasizes how AI copilots are reshaping the landscape of software engineering, potentially leading to more efficient, higher-quality, and innovative software solutions.","","International Journal of Scientific Research in Computer Science, Engineering and Information Technology","","10.32628/cseit241051056","https://consensus.app/papers/ai-copilot-for-the-modern-developer-leveraging-genai-in-nagpal/efb552438f6e5507835e9b7bf9694a48/"
"AI-Powered Development Ecosystem: Microsoft Copilot and Azure AI Accelerating Office 365 Solution Creation","AI technologies, such as Microsoft Copilot and Azure AI, significantly improve efficiency and productivity in the Office 365 development ecosystem.","Sivaprasad Yerneni Khaga",2025,0,"This article examines the transformative impact of AI technologies on Microsoft's Office 365 development ecosystem, focusing on the integration of Microsoft Copilot with Visual Studio and the deployment of Azure AI services as development accelerators. The article explores the architectural foundations of AI-assisted development environments, evaluates code generation capabilities for O365-specific frameworks, and assesses productivity metrics across different developer experience levels. The research investigates cognitive services integration patterns, custom model deployment workflows, and compares traditional versus AI-assisted development approaches. The article further examines AI-driven DevOps practices for O365 solutions, including intelligent automation of CI/CD pipelines, performance evaluation frameworks, and security governance considerations for AI-assisted deployments. Through quantitative and qualitative assessments, the article documents efficiency improvements across the software development lifecycle while identifying research limitations and emerging trends that will shape future enterprise software development practices.","","European Modern Studies Journal","","10.59573/emsj.9(5).2025.23","https://consensus.app/papers/aipowered-development-ecosystem-microsoft-copilot-and-khaga/d5b975ecd11750d9b791dbd8fc60f9fd/"
