Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"Response accuracy of ChatGPT 3.5 Copilot and Gemini in interpreting biochemical laboratory data a pilot study","Copilot is more accurate in interpreting biochemical data than Gemini and ChatGPT-3.5, with consistent responses across different data subsets.","A. Kaftan, Majid Kadhum Hussain, Farah H. Naser",2024,39,"With the release of ChatGPT at the end of 2022, a new era of thinking and technology use has begun. Artificial intelligence models (AIs) like Gemini (Bard), Copilot (Bing), and ChatGPT-3.5 have the potential to impact every aspect of our lives, including laboratory data interpretation. To assess the accuracy of ChatGPT-3.5, Copilot, and Gemini responses in evaluating biochemical data. Ten simulated patients' biochemical laboratory data, including serum urea, creatinine, glucose, cholesterol, triglycerides, low-density lipoprotein (LDL-c), and high-density lipoprotein (HDL-c), in addition to HbA1c, were interpreted by three AIs: Copilot, Gemini, and ChatGPT-3.5, followed by evaluation with three raters. The study was carried out using two approaches. The first encompassed all biochemical data. The second contained only kidney function data. The first approach indicated Copilot to have the highest level of accuracy, followed by Gemini and ChatGPT-3.5. Friedman and Dunn's post-hoc test revealed that Copilot had the highest mean rank; the pairwise comparisons revealed significant differences for Copilot vs. ChatGPT-3.5 (P = 0.002) and Gemini (P = 0.008). The second approach exhibited Copilot to have the highest accuracy of performance. The Friedman test with Dunn's post-hoc analysis showed Copilot to have the highest mean rank. The Wilcoxon Signed-Rank Test demonstrated an indistinguishable response (P = 0.5) of Copilot when all laboratory data were applied vs. the application of only kidney function data. Copilot is more accurate in interpreting biochemical data than Gemini and ChatGPT-3.5. Its consistent responses across different data subsets highlight its reliability in this context.","","Scientific Reports","1","10.1038/s41598-024-58964-1","https://consensus.app/papers/response-accuracy-of-chatgpt-35-copilot-and-gemini-in-kaftan-hussain/c907fe0c6fce5b2cb1e377894462b5eb/"
"Collaborative AI Enhances Image Understanding in Materials Science","Collaborative AI using ChatGPT and Gemini models significantly improves experimental accuracy and efficiency in materials science.","Ruoyan Avery Yin, Zhichu Ren, Zongyou Yin, Zhen Zhang, So Yeon Kim, Chia-Wei Hsu, Ju Li",2025,0,"The Copilot for Real-world Experimental Scientist (CRESt) system empowers researchers to control autonomous laboratories through conversational AI, providing a seamless interface for managing complex experimental workflows. We have enhanced CRESt by integrating a multi-agent collaboration mechanism that utilizes the complementary strengths of the ChatGPT and Gemini models for precise image analysis in materials science. This innovative approach significantly improves the accuracy of experimental outcomes by fostering structured debates between the AI models, which enhances decision-making processes in materials phase analysis. Additionally, to evaluate the generalizability of this approach, we tested it on a quantitative task of counting particles. Here, the collaboration between the AI models also led to improved results, demonstrating the versatility and robustness of this method. By harnessing this dual-AI framework, this approach stands as a pioneering method for enhancing experimental accuracy and efficiency in materials research, with applications extending beyond CRESt to broader scientific experimentation and analysis.","","ArXiv","","10.48550/arxiv.2503.13169","https://consensus.app/papers/collaborative-ai-enhances-image-understanding-in-yin-ren/b6f6da9bf04255c3b9f4372ece7c9a7b/"
"Arxiv Copilot: A Self-Evolving and Efficient LLM System for Personalized Academic Assistance","Arxiv Copilot, a self-evolving LLM system, offers personalized academic assistance and saves 69.92% of time in research compared to existing solutions.","Guanyu Lin, Tao Feng, Pengrui Han, Ge Liu, Jiaxuan You",2024,7,"As scientific research proliferates, researchers face the daunting task of navigating and reading vast amounts of literature. Existing solutions, such as document QA, fail to provide personalized and up-to-date information efficiently. We present Arxiv Copilot, a self-evolving, efficient LLM system designed to assist researchers, based on thought-retrieval, user profile and high performance optimization. Specifically, Arxiv Copilot can offer personalized research services, maintaining a real-time updated database. Quantitative evaluation demonstrates that Arxiv Copilot saves 69.92% of time after efficient deployment. This paper details the design and implementation of Arxiv Copilot, highlighting its contributions to personalized academic support and its potential to streamline the research process. We have deployed Arxiv Copilot at: https://huggingface.co/spaces/ulab-ai/ArxivCopilot.","","Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing: System Demonstrations","","10.18653/v1/2024.emnlp-demo.13","https://consensus.app/papers/arxiv-copilot-a-selfevolving-and-efficient-llm-system-for-lin-feng/1b6687aa4c935e6c9d3ea042114e6ed5/"
"Accelerating the pace and accuracy of systematic reviews using AI: a validation study","Review Copilot, an AI program, shows high sensitivity and specificity in screening titles/abstracts and full-text articles for systematic reviews compared to human decisions.","Jiada Zhan, Kara Suvada, Muwu Xu, Wenya Tian, K. Cara, Taylor C Wallace, Mohammed K. Ali",2024,2,"Artificial intelligence (AI) can greatly enhance efficiency in systematic literature reviews and meta-analyses, but its accuracy in screening titles/abstracts and full-text articles is uncertain. This study evaluated the performance metrics (sensitivity, specificity) of a GPT-4 AI program, Review Copilot, against human decisions (gold standard) in screening titles/abstracts and full-text articles from four published systematic reviews/meta-analyses. Participant data from four already-published systematic literature reviews were used for this validation study. This was a study comparing Review Copilot to human decision-making (gold standard) in screening titles/abstracts and full-text articles for systematic reviews/meta-analyses. The four studies that were used in this study included observational studies and randomized control trials. Review Copilot operates on the OpenAI, GPT-4 server. We examined the performance metrics of Review Copilot to include and exclude titles/abstracts and full-text articles as compared to human decisions in four systematic reviews/meta-analyses. Sensitivity, specificity, and balanced accuracy of title/abstract and full-text screening were compared between Review Copilot and human decisions. Review Copilot's sensitivity and specificity for title/abstract screening were 99.2% and 83.6%, respectively, and 97.6% and 47.4% for full-text screening. The average agreement between two runs was 95.4%, with a kappa statistic of 0.83. Review Copilot screened in one-quarter of the time compared to humans. AI use in systematic reviews and meta-analyses is inevitable. Health researchers must understand these technologies' strengths and limitations to ethically leverage them for research efficiency and evidence-based decision-making in health.","meta-analysis","Systematic reviews","1","10.1101/2024.12.10.24318803","https://consensus.app/papers/accelerating-the-pace-and-accuracy-of-systematic-reviews-zhan-suvada/a1c636ef4d6556a0b1e8321d4e4c22dd/"
"A Multi-Modal AI Copilot for Single-Cell Analysis with Instruction Following","InstructCell is a multi-modal AI copilot that enables researchers to perform complex single-cell analysis tasks using straightforward natural language commands, lowering technical barriers and enabling deeper biological insights.","Yin Fang, Xinle Deng, Kangwei Liu, Ningyu Zhang, Jingyang Qian, Penghui Yang, Xiaohui Fan, Huajun Chen",2025,4,"Large language models excel at interpreting complex natural language instructions, enabling them to perform a wide range of tasks. In the life sciences, single-cell RNA sequencing (scRNA-seq) data serves as the""language of cellular biology"", capturing intricate gene expression patterns at the single-cell level. However, interacting with this""language""through conventional tools is often inefficient and unintuitive, posing challenges for researchers. To address these limitations, we present InstructCell, a multi-modal AI copilot that leverages natural language as a medium for more direct and flexible single-cell analysis. We construct a comprehensive multi-modal instruction dataset that pairs text-based instructions with scRNA-seq profiles from diverse tissues and species. Building on this, we develop a multi-modal cell language architecture capable of simultaneously interpreting and processing both modalities. InstructCell empowers researchers to accomplish critical tasks-such as cell type annotation, conditional pseudo-cell generation, and drug sensitivity prediction-using straightforward natural language commands. Extensive evaluations demonstrate that InstructCell consistently meets or exceeds the performance of existing single-cell foundation models, while adapting to diverse experimental conditions. More importantly, InstructCell provides an accessible and intuitive tool for exploring complex single-cell data, lowering technical barriers and enabling deeper biological insights.","","ArXiv","","10.48550/arxiv.2501.08187","https://consensus.app/papers/a-multimodal-ai-copilot-for-singlecell-analysis-with-fang-deng/ac89115439685018a25b208916b2288b/"
"Paper Copilot: A Self-Evolving and Efficient LLM System for Personalized Academic Assistance","Paper Copilot, a self-evolving LLM system, offers personalized research services and saves 69.92% of time in navigating and reading scientific literature.","Guanyu Lin, Tao Feng, Pengrui Han, Ge Liu, Jiaxuan You",2024,4,"As scientific research proliferates, researchers face the daunting task of navigating and reading vast amounts of literature. Existing solutions, such as document QA, fail to provide personalized and up-to-date information efficiently. We present Paper Copilot, a self-evolving, efficient LLM system designed to assist researchers, based on thought-retrieval, user profile and high performance optimization. Specifically, Paper Copilot can offer personalized research services, maintaining a real-time updated database. Quantitative evaluation demonstrates that Paper Copilot saves 69.92\% of time after efficient deployment. This paper details the design and implementation of Paper Copilot, highlighting its contributions to personalized academic support and its potential to streamline the research process.","","ArXiv","","10.48550/arxiv.2409.04593","https://consensus.app/papers/paper-copilot-a-selfevolving-and-efficient-llm-system-for-lin-feng/771a50c6313b59ef94472e9440860fbe/"
"BioKGBench: A Knowledge Graph Checking Benchmark of AI Agent for Biomedical Science","BioKGBench effectively benchmarks biomedical AI agents by evaluating their ability to understand literature and interact with knowledge-graph question-answering, identifying over 90 factual errors on a popular knowledge graph.","Xinna Lin, Siqi Ma, Junjie Shan, Xiaojing Zhang, Shell Xu Hu, Tiannan Guo, Stan Z. Li, Kaicheng Yu",2024,9,"Pursuing artificial intelligence for biomedical science, a.k.a. AI Scientist, draws increasing attention, where one common approach is to build a copilot agent driven by Large Language Models (LLMs). However, to evaluate such systems, people either rely on direct Question-Answering (QA) to the LLM itself, or in a biomedical experimental manner. How to precisely benchmark biomedical agents from an AI Scientist perspective remains largely unexplored. To this end, we draw inspiration from one most important abilities of scientists, understanding the literature, and introduce BioKGBench. In contrast to traditional evaluation benchmark that only focuses on factual QA, where the LLMs are known to have hallucination issues, we first disentangle""Understanding Literature""into two atomic abilities, i)""Understanding""the unstructured text from research papers by performing scientific claim verification, and ii) Ability to interact with structured Knowledge-Graph Question-Answering (KGQA) as a form of""Literature""grounding. We then formulate a novel agent task, dubbed KGCheck, using KGQA and domain-based Retrieval-Augmented Generation (RAG) to identify the factual errors of existing large-scale knowledge graph databases. We collect over two thousand data for two atomic tasks and 225 high-quality annotated data for the agent task. Surprisingly, we discover that state-of-the-art agents, both daily scenarios and biomedical ones, have either failed or inferior performance on our benchmark. We then introduce a simple yet effective baseline, dubbed BKGAgent. On the widely used popular knowledge graph, we discover over 90 factual errors which provide scenarios for agents to make discoveries and demonstrate the effectiveness of our approach. The code and data are available at https://github.com/westlake-autolab/BioKGBench.","","ArXiv","","10.48550/arxiv.2407.00466","https://consensus.app/papers/biokgbench-a-knowledge-graph-checking-benchmark-of-ai-lin-ma/79426497a6f45f5d8e53111c7b31d9df/"
"Use of large language models to identify pseudo-information: Implications for health information.","Large language models (LMMs) can identify erroneous health information, but their accuracy needs improvement and their reproducibility may pose challenges for their widespread use.","B. Schmitz",2025,1,"Open-access scientific research is an essential source of health-related information and self-education. Artificial intelligence-based large language models (LMMs) may be used to identify erroneous health information. To investigate to what extent LMMs can be used to identify pseudo-information. Four common LMM applications (ChatGPT-4o, Claude 3.5 Sonnet, Gemini and Copilot) were used to investigate their capability to indicate erroneous information provided in an open-access article. Initially, ChatGPT-4o and Claude were able to mark the provided article as an unreliable information source, identifying most of the inaccuracy problems. The assessments provided by Gemini and Copilot were inaccurate, as several critical aspects were not identified or were misinterpreted. During the validation phase, the initially accurate assessment of ChatGPT-4o was not reproducible, and only Claude was able to detect several critical issues in this phase. The verdicts of Copilot and Gemini remained largely unaltered. Large heterogeneity exists between LMMs in identifying inaccurate pseudo-information. Replication in LMM output may constitute a significant hurdle in their application. The accuracy of LMMs needs to be further improved until they can be reliably used by patients for health-related online information and as assistant tools for health information and library services workers without restriction.","","Health information and libraries journal","1","10.1111/hir.12569","https://consensus.app/papers/use-of-large-language-models-to-identify-schmitz/2e850940e54b555fbfc3d95c9e10341d/"
"Development of Machine Learning Copilot to Assist Novices in Learning Flexible Laryngoscopy","The AI copilot effectively guides novices through flexible fiberoptic laryngoscopy, improving their competence and self-rating of their skills.","Mattea E Miller, Dan Witte, Ioan A. Lina, Jonathan M Walsh, Anaïs Rameau, Nasir I Bhatti",2024,2,"Here we describe the development and pilot testing of the first artificial intelligence (AI) software ""copilot"" to help train novices to competently perform flexible fiberoptic laryngoscopy (FFL) on a mannikin and improve their uptake of FFL skills. Supervised machine learning was used to develop an image classifier model, dubbed the ""anatomical region classifier,"" responsible for predicting the location of camera in the upper aerodigestive tract and an object detection model, dubbed the ""anatomical structure detector,"" responsible for locating and identifying key anatomical structures in images. Training data were collected by performing FFL on an AirSim Combo Bronchi X mannikin (United Kingdom, TruCorp Ltd) using an Ambu aScope 4 RhinoLaryngo Slim connected to an Ambu® aView™ 2 Advance Displaying Unit (Ballerup, Ambu A/S). Medical students were prospectively recruited to try the FFL copilot and rate its ease of use and self-rate their skills with and without the copilot. This model classified anatomical regions with an overall accuracy of 91.9% on the validation set and 80.1% on the test set. The model detected anatomical structures with overall mean average precision of 0.642. Through various optimizations, we were able to run the AI copilot at approximately 28 frames per second (FPS), which is imperceptible from real time and nearly matches the video frame rate of 30 FPS. Sixty-four novice medical students were recruited for feedback on the copilot. Although 90.9% strongly agreed/agreed that the AI copilot was easy to use, their self-rating of FFL skills following use of the copilot were overall equivocal to their self-rating without the copilot. The AI copilot tracked successful capture of diagnosable views of key anatomical structures effectively guiding users through FFL to ensure all anatomical structures are sufficiently captured. This tool has the potential to assist novices in efficiently gaining competence in FFL. NA Laryngoscope, 135:1046-1053, 2025.","","The Laryngoscope","1","10.1002/lary.31812","https://consensus.app/papers/development-of-machine-learning-copilot-to-assist-novices-miller-witte/d4d4dfb730a55da99bda2ce2bd6b0ed6/"
"MEDCO: Medical Education Copilots Based on A Multi-Agent Framework","MEDCO, a multi-agent-based copilot system, effectively simulates real-world medical training environments, improving performance and fostering human-like learning behaviors.","Hao Wei, Jianing Qiu, Haibao Yu, Wu Yuan",2024,39,"Large language models (LLMs) have had a significant impact on diverse research domains, including medicine and healthcare. However, the potential of LLMs as copilots in medical education remains underexplored. Current AI-assisted educational tools are limited by their solitary learning approach and inability to simulate the multi-disciplinary and interactive nature of actual medical training. To address these limitations, we propose MEDCO (Medical EDucation COpilots), a novel multi-agent-based copilot system specially developed to emulate real-world medical training environments. MEDCO incorporates three primary agents: an agentic patient, an expert doctor, and a radiologist, facilitating a multi-modal and interactive learning environment. Our framework emphasizes the learning of proficient question-asking skills, multi-disciplinary collaboration, and peer discussions between students. Our experiments show that simulated virtual students who underwent training with MEDCO not only achieved substantial performance enhancements comparable to those of advanced models, but also demonstrated human-like learning behaviors and improvements, coupled with an increase in the number of learning samples. This work contributes to medical education by introducing a copilot that implements an interactive and collaborative learning approach. It also provides valuable insights into the effectiveness of AI-integrated training paradigms.","","ArXiv","","10.48550/arxiv.2408.12496","https://consensus.app/papers/medco-medical-education-copilots-based-on-a-multiagent-wei-qiu/c2a8075aaa5d5767a6fb2c9c3379ad9f/"
