article_ID,requirement_type,requirement,exact_text_quote
a-01,functional,The system shall support knowledge transfer by helping users close perceived knowledge gaps through exchanging existing knowledge or building new knowledge.,Any attempt to close a perceived knowledge gap by exchanging existing knowledge or building new knowledge is considered knowledge transfer [22].
a-01,functional,The system shall support knowledge transfer related to code implementation and structure.,"CODE The code itself; i.e., what they are programming"
a-01,functional,The system shall support knowledge transfer related to debugging and error identification.,BUG An error in the code.
a-01,functional,The system shall support knowledge transfer related to development tools and IDE usage.,TOOL Knowledge about the IDE or how to use the tool.
a-01,functional,The system shall support knowledge transfer related to domain-specific tasks and context.,DOMAIN The task (in case of [ 7]: implement tic-tac-toe game)
a-01,functional,The system shall support knowledge transfer related to programming language syntax and semantics.,PROGRAM Knowledge about the programming language itself or it’s syntax.
a-01,functional,The system shall support knowledge transfer through code co-production where users create code with AI assistance and verify its correctness.,this often included episodes in the human–AI pair programming setting where a programmer creates code with the help of the assistant and verifies (verbally) that the code actually fulfills its purpose.
a-01,functional,The system shall support knowledge transfer through push mode where the AI proactively shares information the user might need.,"GITHUB COPILOT can sometimes convey knowledge subtly, even without an explicit prompt or preceding comment."
a-01,functional,"The system shall support proactive suggestions that can convey critical information subtly, even without an explicit prompt or preceding comment.",GITHUB COPILOT can also convey critical information subtly.
a-01,functional,The system shall support suggestions that can be accepted without full understanding when users rely on the system’s perceived expertise or correctness.,"The episode ends with the customer accepting the partner’s contribution without fully understanding it, relying on the partner’s perceived expertise or correctness."
a-01,functional,The system shall support suggestions that help users remember to add commit statements after database transactions.,GITHUB COPILOT suggested that adding such commit statement is crucial for the program to function correctly.
a-01,functional,The system shall support suggestions that remind users of important code details they might otherwise overlook.,GITHUB COPILOT can subtly remind developers of important code details they might otherwise overlook.
a-01,functional,The system shall support users in verifying that generated code actually fulfills its purpose.,a programmer creates code with the help of the assistant and verifies (verbally) that the code actually fulfills its purpose.
a-01,non-functional,The system shall encourage users to critically evaluate suggestions rather than accepting them without scrutiny.,"Programmers tend to accept the assistant's suggestions with minimal scrutiny, relying on the assumption that the code will perform as intended."
a-01,non-functional,The system shall minimize user distraction during knowledge transfer interactions.,"GITHUB COPILOT promotes more focused interactions—though users tend to trust its suggestions more readily, raising questions about critical engagement."
a-01,non-functional,The system shall promote focused interactions.,GITHUB COPILOT promotes more focused interactions
a-01,non-functional,The system shall provide knowledge transfer that is focused on the immediate task while reducing unrelated topic shifts.,human–human pair programming group are interrupted by an unrelated issue
a-01,non-functional,The system shall support development efficiency.,combining both approaches can enhance development efficiency and focus while preserving the benefits of human collaboration.
a-02,functional,The system shall add incident analysis results to the ticket.,"Run queries, find where the faults happened, add that to the ticket."
a-02,functional,The system shall allow users to describe what they want in natural language or voice.,"Instead of writing code, I should be able to talk to the AI using voice, describe what I want."
a-02,functional,The system shall allow users to reason with AI to accept or reject results.,This allows the developer to reason with AI to make a sound decision to accept or reject the results.
a-02,functional,"The system shall analyze code for defects, vulnerabilities, and optimizations to identify potential issues during development.","I think AI is good at doing closed-loop tasks and surfacing common insights from data it has seen. For example, code vulnerabilities and optimizations have been written and discussed online for decades, and they are plentiful in every codebase."
a-02,functional,"The system shall analyze code for defects, vulnerabilities, or optimizations.","Analyzing your code for defects, vulnerabilities or optimizations"
a-02,functional,The system shall assist users in debugging their code.,Debugging your code
a-02,functional,The system shall assist with boilerplate code generation and framework scaffolding.,"It's fantastic for boilerplate, or roughly sketching out a framework."
a-02,functional,The system shall auto-analyze incidents and identify or approximate the root cause.,I would like tools to auto-analyze and identify the root cause of [service incidents] or at least get me close.
a-02,functional,The system shall check code prior to peer code review.,It would be absolutely awesome to have AI check code prior to asking peers for code reviews.
a-02,functional,The system shall clarify requirements.,Clarifying requirements
a-02,functional,The system shall create documentation from previously written code.,"If AI is able to create documentation from previously written code, that would make onboarding onto unfamiliar code a lot easier."
a-02,functional,The system shall explain why it recommends particular actions or code changes.,I think it’s important in the long run to teach engineers why Copilot is recommending its particular way to do things.
a-02,functional,The system shall generate documentation from written code to assist with understanding and onboarding.,"If AI is able to create documentation from previously written code, that would make onboarding onto unfamiliar code a lot easier."
a-02,functional,"The system shall generate unit, integration, and functional tests automatically to reduce the monotony of manual testing.",Unit testing is a monotonous process. It would be great if AI can auto generate these cases.
a-02,functional,"The system shall generate unit, integration, and functional tests.","Generating unit, integration and functional tests"
a-02,functional,The system shall help developers interact with unfamiliar APIs by providing usage guidance without requiring manual documentation search.,I often have to look up usage of APIs that I am not familiar with. I do not want to have to sift through [documentation].
a-02,functional,The system shall help users author new code and refactor existing code.,Authoring new code and/or refactoring existing code
a-02,functional,The system shall help users create and manage pull requests to get code into the repository.,"the AI should be able to write the code, analyze it, optimize it, help me test and debug it, and then help me create and manage the PRs to get the code into the repo."
a-02,functional,The system shall help users focus on the bigger picture while handling implementation details.,It would be great to be able to focus on the bigger picture of making code changes and letting my ‘copilot’ worry about the implementation details.
a-02,functional,The system shall help users interact with unfamiliar APIs.,I often have to look up usage of APIs that I am not familiar with. I do not want to have to sift through [documentation].
a-02,functional,The system shall help users test and debug code.,"the AI should be able to write the code, analyze it, optimize it, help me test and debug it, and then help me create and manage the PRs to get the code into the repo."
a-02,functional,The system shall help users write documentation.,Writing documentation
a-02,functional,The system shall perform root cause analysis for bugs and incidents.,Performing root cause analysis for bugs and incidents
a-02,functional,"The system shall perform root-cause analysis for bugs and incidents by automating data analysis, pattern recognition, and fault localization.","I would like tools to auto-analyze and identify the root cause of [service incidents] or at least get me close. Run queries, find where the faults happened, add that to the ticket."
a-02,functional,The system shall provide documentation or explanatory frameworks for its behavior.,This can be achieved by accompanying AI tools with documentation and explanatory frameworks or integration of explainable AI[10](#B10) in the tools.
a-02,functional,The system shall provide human-in-the-loop support for critical tasks.,"AI with a human in the loop, especially for critical tasks."
a-02,functional,The system shall provide real-time code review feedback prior to human peer review.,It would be absolutely awesome to have AI check code prior to asking peers for code reviews.
a-02,functional,The system shall reduce boilerplate code and help sketch out a framework.,"It’s fantastic for boilerplate, or roughly sketching out a framework."
a-02,functional,The system shall run queries and find where faults happened during incident analysis.,"Run queries, find where the faults happened, add that to the ticket."
a-02,functional,The system shall support explainable AI.,This can be achieved by accompanying AI tools with documentation and explanatory frameworks or integration of explainable AI[10](#B10) in the tools.
a-02,functional,The system shall support human proofreading and edits to ensure documentation accuracy.,software engineers still need to read through the generated documentation and make edits to ensure accuracy.
a-02,functional,The system shall support voice-based interaction for describing desired code functionality.,"Instead of writing code, I should be able to talk to the AI using voice, describe what I want."
a-02,non-functional,The system shall avoid introducing bias by ensuring diverse data representation in training and implementing fairness metrics.,"To avoid it, there is a need to set up guardrails for including diverse data, improving transparency, and laying out ethics guidelines and fairness metrics to avoid such an outcome."
a-02,non-functional,The system shall be transparent and understandable.,AI tool developers need to ensure that their offerings are not just technologically advanced but also transparent and understandable.
a-02,non-functional,The system shall demonstrate consistent and reliable performance over time to build developer trust.,"In order for me to let something external manage my calendar, prioritizing tasks, or refactoring code that is used in production services impacting millions of our customers, it would need to prove itself over a long period of time, and that at the very least seems too far away in the future."
a-02,non-functional,The system shall ensure human oversight is maintained for critical tasks rather than fully delegating to AI.,"Rather than completely delegating a task to AI or completely delegating it to a human, a middle ground can be reached by employing AI with a human in the loop, especially for critical tasks."
a-02,non-functional,The system shall provide transparent and explainable recommendations so developers can reason about and verify AI-generated outputs.,I think it's important in the long run to teach engineers why Copilot is recommending its particular way to do things.
a-03,functional,The system shall allow instructors to configure AI behaviour through system prompts and intervention strategies.,"Allow instructors to configure AI behaviour (via system prompts, intervention strategies) to align with learning objectives and enable adaptive scaffolding based on student activity"
a-03,functional,The system shall apply instructor-defined pedagogical rules or scaffolding logic when constructing the final prompt.,"applying instructor-defined pedagogical rules or scaffolding logic (e.g., modifying prompts based on recent student errors or help-seeking patterns), constructing the final prompt"
a-03,functional,The system shall be configurable to connect to external APIs compatible with the OpenAI standard.,but can also be configured to connect to external APIs compatible with the OpenAI standard.
a-03,functional,"The system shall capture fine-grained interaction data including code edits, executions, errors, and chat messages to enable context-aware AI support.","Capture and process fine-grained student activity (code edits, executions, errors) and chat interactions into meaningful learning traces."
a-03,functional,"The system shall capture fine-grained interaction data, including code edits, executions, errors, and chat, for learning analytics and context-aware AI.","Capture fine-grained interaction data (code edits, executions, errors, chat) as the foundation for LA and context-aware AI"
a-03,functional,The system shall enable comparative studies and A/B testing of different AI configurations without infrastructure changes.,Enable real-time behaviour analysis and rapid A/B testing of prompt designs without infrastructure changes.
a-03,functional,"The system shall enrich LLM prompts with real-time context including recent code, errors, objectives, and chat history to improve response relevance.","Enrich LLM prompts with real-time context (e.g., recent code, errors, objectives, chat history) for adaptive scaffolding."
a-03,functional,"The system shall include a JupyterLab extension for capturing detailed telemetry such as keystrokes, cell executions, errors, and UI interactions.","the JupyterLab-Pioneer[Footnote 4](#Fn4) extension for capturing detailed telemetry (keystrokes, cell executions, errors, UI interactions)."
a-03,functional,The system shall include a JupyterLab extension for the AI tutor interface.,It includes the Jupyter-Chat[Footnote 3](#Fn3) extension for the AI tutor interface
a-03,functional,The system shall integrate fine-grained learning analytics with large language model-based tutoring directly within a Jupyter Notebook environment.,designed to integrate fine-grained Learning Analytics (LA) with Large Language Model (LLM)-based tutoring directly within a Jupyter Notebook environment.
a-03,functional,The system shall log student code interactions and chat messages.,It logged student code interactions and chat messages with an LLM tutor (Llama3.1-70b).
a-03,functional,The system shall manage communication with the language model server.,and managing communication with the LLM Server.
a-03,functional,"The system shall manage user authentication, spawn individual user notebook containers, and handle proxying for multi-user deployment.","Manages user authentication, spawns individual User Notebook Containers, and handles proxying, enabling multi-user deployment."
a-03,functional,The system shall preprocess student chat messages by enriching them with immediate context before forwarding them.,"An Interaction Handler within this container preprocesses student chat messages, enriching them with immediate context (e.g., recent edits and errors, task objective) before forwarding them."
a-03,functional,The system shall process incoming telemetry logs and chat data for learning analytics and real-time analysis.,"It contains the Learning Analytics Module, which processes incoming telemetry logs and chat data, potentially storing them or making them available for real-time analysis."
a-03,functional,The system shall provide adaptive scaffolding based on user activity patterns and help-seeking behaviors.,Enable adaptive scaffolding based on student activity
a-03,functional,The system shall provide an interface to the chosen language model and support local open-source LLMs.,Provides the interface to the chosen language model. JELAI uses Ollama to support various local open-source LLMs
a-03,functional,"The system shall provide LLMs with immediate context from logged data, including recent code, errors, conversation history, and task goals.","Leverage logged data to provide LLMs with immediate context (recent code, errors, conversation history, task goals) to improve relevance and mitigate generic responses"
a-03,functional,The system shall retrieve relevant conversation history and context from the learning analytics module when constructing prompts.,responsible for retrieving relevant conversation history and context from the LA module
a-03,functional,The system shall support A/B testing of AI configurations by logging interactions for different groups.,JELAI facilitated the comparison by logging interactions for both groups and automated classification of learners.
a-03,functional,"The system shall support modular and independently designed components for logging, learning analytics, and LLM interaction.","Design components (logging, LA, LLM interaction) independently to facilitate updates, integration of new techniques, and research experimentation."
a-03,functional,The system shall support multiple concurrent users efficiently while ensuring data isolation and privacy.,"Support multiple concurrent users efficiently while ensuring data isolation and privacy, particularly when using local LLMs."
a-03,functional,The system shall support real-time behaviour analysis and rapid A/B testing of prompt designs without infrastructure changes.,"Together, the pilots confirm that JELAI sustains realtime responsiveness, surfaces actionable helpseeking signals, and enables real-time behaviour analysis and rapid A/B testing of prompt designs without infrastructure changes."
a-03,non-functional,The system shall be deployed using docker-compose to simplify setup and ensure user isolation for scalability and privacy.,"JELAI is deployed using docker-compose, simplifying setup and ensuring user isolation for scalability and privacy."
a-03,non-functional,"The system shall be designed with modular components for logging, analytics, and LLM interaction to facilitate updates and integration of new techniques.","Design components (logging, LA, LLM interaction) independently to facilitate updates, integration of new techniques, and research experimentation."
a-03,non-functional,"The system shall be modular, containerized, and extensible.","JELAI employs a modular, containerized design"
a-03,non-functional,The system shall be open-source.,"JELAI, an open-source platform architecture"
a-03,non-functional,The system shall support low per-user resource consumption.,"with low per-user resource consumption (CPU < 0.25 cores, RAM 400MB steady state), indicating potential for scalability."
a-03,non-functional,The system shall support multiple concurrent users efficiently while ensuring data isolation and privacy.,"Support multiple concurrent users efficiently while ensuring data isolation and privacy, particularly when using local LLMs."
a-03,non-functional,The system shall sustain real-time responsiveness.,"Together, the pilots confirm that JELAI sustains realtime responsiveness"
a-04,functional,The system shall automatically apply valid data analysis approaches and explain and argue the results back to the user.,"Instead, they could expect the AI assistant to apply valid, possibly alternative, approaches and explain and argue the results back."
a-04,functional,"The system shall be capable of performing coding operations including reading uploaded files, extracting statistical information from CSV tables, and generating images with existing libraries.","ChatGPT Plus can be attached to a Python runtime, allowing it to perform any coding operation, such as reading uploaded files, extracting statistical information from CSV tables, and generating images and PowerPoint presentations with existing libraries."
a-04,functional,"The system shall be knowledgeable about the data type and method employed to acquire or generate the data, including its information boundaries.","the data's nature matters to our AI assistant, and it must be knowledgeable about the type of method employed to acquire or generate the data and its information boundaries."
a-04,functional,"The system shall collect existing data, reason about existing materials, summarize current findings, and use such summaries to verify whether a nonexisting material can be synthesized.","With a proper physics-simulation plugin, the AI assistant we propose would be able to collect existing data about how to synthesize new materials from step (1), reason about the existing materials with step (2), summarize current findings with step (3), and use such summaries within the physics-simulation plugin to verify if any nonexisting material can be synthesized."
a-04,functional,"The system shall extract information from text and nontextual material such as figures, graphics, images, and videos.","When searching for an answer, the assistant may need to extract information not only from text but also from nontextual material such as figures, graphics, images, and videos, among other sources."
a-04,functional,The system shall generate visualizations and infographics to convey explanations for data sets more effectively than text.,Visualizations and infographics are considered more effective than text to convey explanations for a given data set.
a-04,functional,The system shall identify and explain patterns in temporal series data.,strategies may be implemented for AI tools to emulate the analysis of multivariate data by human experts or in identifying and explaining patterns in temporal series.
a-04,functional,The system shall identify false information and highlight discrepancies.,These tools can assist in identifying false information and highlighting discrepancies.
a-04,functional,The system shall identify patterns in large amounts of data using machine learning algorithms.,Machine learning is now widely employed to discover patterns in large amounts of data.
a-04,functional,The system shall identify potential research directions that differ from existing ones.,it should include a specific feature to identify potential research directions that differ from existing ones.
a-04,functional,"The system shall ingest available literature and use its writing ability to write summaries, reviews, and surveys.","We propose that our AI assistant should ingest the available literature and use its writing ability to write summaries, reviews, and surveys."
a-04,functional,The system shall ingest data files such as CSV tables and extract answers from the data given a prompt.,"Microsoft Copilot, ChaptGPT Plus, and Google Assistant have been capable of ingesting data files, such as CSV tables, and extracting answers from the data given a prompt."
a-04,functional,"The system shall measure how well the literature agrees with a given reply, including disagreements and lack of consensus.","This requires measuring how well the literature agrees with a given reply, to which extent there are disagreements, or whether there is a lack of consensus altogether."
a-04,functional,"The system shall perform coding operations, including reading uploaded files, extracting statistical information from CSV tables, and generating images and PowerPoint presentations with existing libraries.","ChatGPT Plus can be attached to a Python runtime, allowing it to perform any coding operation, such as reading uploaded files, extracting statistical information from CSV tables, and generating images and PowerPoint presentations with existing libraries."
a-04,functional,The system shall provide accurate answers even when the matter is unresolved.,"if a researcher demands a fact-checking procedure, the AI assistant must provide accurate answers even when the matter is unresolved."
a-04,functional,The system shall provide results that include confidence or statistical relevance information.,Any result should also include its confidence or statistical relevancy.
a-04,functional,The system shall search and explore existing literature when given a prompt.,The AI assistant is expected to search and explore existing literature when given a prompt.
a-04,functional,The system shall summarize text to distinct audiences and gradually refine descriptions at different levels of abstraction.,"An essential feature of this functionality would be the ability to summarize text to distinct audiences and gradually refine the descriptions at different levels of abstraction,"
a-04,functional,The system shall support analysis planning in addition to analysis execution.,"beyond support to analysis execution, authors in a recent study consider how assistants could contribute to analysis planning."
a-04,functional,The system shall support ideation and brainstorming for researchers.,Abilities like support to ideation and brainstorming can aid in this planning and are some of the proven uses of LLMs.
a-04,functional,"The system shall write tables, mathematical equations, and images.","Additional desired features would be the ability to write tables, write mathematical equations, and produce images,"
a-04,non-functional,The system shall be fully automated and support parallelization.,"This process will likely be time-consuming, but its fully automated nature and its potential for parallelization would provide researchers with novel theories or hypotheses that are ready to be tested, thus accelerating the standard research cycle."
a-04,non-functional,The system shall be knowledgeable about the type of method employed to acquire or generate the data and its information boundaries.,"the data’s nature matters to our AI assistant, and it must be “knowledgeable” about the type of method employed to acquire or generate the data and its information boundaries."
a-04,non-functional,The system shall have unlimited access to data.,"In describing the functionalities of the AI assistants, we assume they will have unlimited access to data."
a-04,non-functional,The system shall include confidence or statistical relevancy with any result.,Any result should also include its confidence or statistical relevancy.
a-04,non-functional,The system shall reduce the barrier to data analysis faced by nonspecialized researchers and students through automation.,"we envision data analysis democratization, where all processes and result acquisition would be automated to reduce the barrier to data analysis faced by nonspecialized researchers and students."
a-05,functional,The system shall allow users to customize documentation output format and content depth.,some missed the flexibility to adjust the documentation depth
a-05,functional,The system shall allow users to customize the predefined prompt to tailor the output format.,"A secondary feature allows developers to customize the predefined prompt via the “Edit default prompt” action, enabling them to tailor the tool output to their preferred format."
a-05,functional,The system shall ask clarifying and contextual questions to support effective prompting.,"Each template could include instructions for the LLM to ask clarifying and contextual questions, e.g., related to the expected documentation style [40]."
a-05,functional,The system shall automatically insert the generated documentation above the previously selected code.,The extension automatically inserts this documentation above the previously selected code.
a-05,functional,The system shall generate concise and readable code documentation that avoids unnecessary information.,"especially students perceived the documentation produced from ad-hoc prompts as significantly less readable, less concise, and less helpful than documentation from prepared prompts"
a-05,functional,"The system shall generate documentation that includes relevant documentation-specific keywords (e.g., Docstring) to meet Python documentation standards.","Professionals used the Docstring term more often (9x) than students (3x), which is in line with the higher Python experience of most participating professionals"
a-05,functional,The system shall offer multiple code-related aspects that users can explore during the comprehension process.,vendors of IDE-integrated code comprehension tools should offer multiple code-related aspects that tool users can explore during the comprehension process.
a-05,functional,The system shall provide predefined prompt templates for code documentation generation to ensure consistent and high-quality output.,"Our results show that predefined prompts deliver code documentation of significantly higher quality than ad-hoc prompts, especially due to a consistent documentation format."
a-05,functional,The system shall support a chat-like interaction in which users can enter ad-hoc prompts and receive generated comments.,"it needed to provide a user interface similar to the ChatGPT interface, allowing users to engage in a conversation with the software."
a-05,functional,The system shall support a variety of LLMs within a single tool.,"tool vendors should support a variety of LLMs within a single tool, including smaller, open-source models, to better meet the needs of organizations oper-ating with sensitive data and under specific constraints."
a-05,functional,The system shall support code comprehension by generating documentation that helps users understand code functions.,the generated documentation helped (particularly students) comprehend more complex code
a-05,functional,The system shall support generating code documentation from selected source code using a predefined prompt.,marking the code within the IDE's code editor and selecting the “Generate a comment” action from the context menu should suffice
a-05,functional,The system shall support iterative refinement of generated documentation based on user feedback.,participants understood the tools as support to iteratively refine the documentation
a-05,functional,The system shall support iterative refinement of generated documentation.,they understood the tools as support to iteratively refine the documentation.
a-05,functional,The system shall support personalized explanations of code on the fly.,but could also extend to explaining the code in a personalized way.
a-05,non-functional,The system shall generate concise and readable code documentation.,"our study indicates that developers are generally neither skilled (RQ1) nor inclined (RQ2) to effectively prompt an LLM in a way that it generates concise, readable code doc-umentation."
a-05,non-functional,The system shall generate documentation in a consistent format.,"Our results show that predefined prompts deliver code documentation of significantly higher quality than ad-hoc prompts, especially due to a consistent documentation format."
a-05,non-functional,The system shall generate documentation that is useful for developers and helpful for code comprehension.,"The documentation quality dimensions each provided a question and a five-point answer scale, addressing gram-matical correctness, readability, missing relevant information, unnecessary information presence, usefulness for developers, and helpfulness for code comprehension."
a-05,non-functional,The system shall minimize the number of steps required to generate code documentation.,The simplicity and efficiency of a single button click to receive consistently high-quality documentation were key factors for this assessment
a-05,non-functional,The system shall minimize unnecessary information in generated documentation.,The predefined prompt tool consis-tently provided concise Docstrings that participants perceived as more readable and contained less non-informative content compared to the output of the ad-hoc prompt tool.
a-05,non-functional,The system shall provide a reliable way to generate comments.,"Participants praised the predefined prompt tool for facilitating the workflow (three students, one professional) and code comprehension (four students), as well as for its reliability (two profession-als)."
a-05,non-functional,The system shall provide guidance and support for less experienced users in formulating effective prompts.,"While students desired more support in formulating prompts, professionals appreciated the flexibility of ad-hoc prompting"
a-05,non-functional,The system shall support data security by allowing locally deployed or locally stored model access credentials.,using a locally deployed API for data security (one professional).
a-05,non-functional,The system shall support generating documentation quickly.,"Generating code documentation with this model took, on average, four seconds."
a-06,functional,The system shall accept multi-modal inputs combining graphical widgets and natural language to specify user intent.,Data Formulator combines graphical widgets and natural language inputs to let users specify their intent more clearly with less overhead compared to using just natural language interface.
a-06,functional,The system shall allow individual AI systems to share context and collectively solve or debug tasks across parts of the workflow.,"Individual AI systems for one part of the analysis workflow should be able to talk to AI systems for the other parts, share their contexts, and collectively solve/debug tasks"
a-06,functional,The system shall allow users to specify intent using a combination of graphical widgets and natural language inputs.,Data Formulator combines graphical widgets and natural language inputs to let users specify their intent more clearly with less overhead compared to using just natural language interface
a-06,functional,The system shall allow users to verify and debug outputs.,infrastructure that allows end-users to verify and debug the outputs from these AI tools
a-06,functional,"The system shall assist users in data cleaning, transformation, and integration from multiple sources.","AI systems can also help with data cleaning and integrating multiple datasets from different sources. This can include handling data formatting issues, resolving inconsistencies, and merging datasets to create a unified dataset for analysis."
a-06,functional,The system shall assist users in finding required data.,aiding users in finding required data
a-06,functional,The system shall assist users in hypothesis exploration and refinement.,assisting in hypothesis exploration and refinement
a-06,functional,The system shall assist users in selecting appropriate statistical tests based on tasks and data.,"LLMs can help users select appropriate statistical tests based on tasks and data, such as t tests to compare the means of two groups."
a-06,functional,The system shall automatically transfer context between applications in blended app workflows.,a blended app experience that transitions automatically and ports any necessary context from one tool (AI or non-AI based) to another can enhance the user experience drastically
a-06,functional,The system shall combine data transformation with visualization authoring in a single tool.,"Data Formulator unifies data transformation with visualization authoring, which improves the user experience over traditional visualization tools."
a-06,functional,The system shall combine data transformations and visualization authoring into a single tool.,Data Formulator combines both data transformations and visualization authoring into a single tool
a-06,functional,The system shall create artistic and aesthetically pleasing charts and infographics.,can help is by creating artistic and aesthetically pleasing charts and infographics
a-06,functional,The system shall dynamically generate UI widgets on the fly based on user intent for interactive editing.,"As the user describes an editing task in natural language, such as 'change the legend position to left', DynaVis performs the edit and synthesizes a persistent widget that the user can interact with to make further modifications."
a-06,functional,The system shall dynamically generate widgets to support chart editing intents.,"the system dynamically generates widgets (e.g., color pickers) on the fly"
a-06,functional,"The system shall enable users to locate existing plots for refinement, branch from previous steps, and backtrack to correct mistakes.","Data threads enable users to easily locate existing plots for refinement, branch out from previous steps to explore alternatives, or backtrack to correct mistakes"
a-06,functional,The system shall extract structured data from unstructured text sources for downstream analysis.,LLMs can address this by analyzing the text data to extract structured data such as sentiments and trends for downstream analysis
a-06,functional,The system shall generate code snippets for data analysis tasks from natural language descriptions.,"LLMs have shown great proficiency in generating code snippets for data analysis from natural language descriptions, especially in languages such as Python."
a-06,functional,The system shall generate dashboards and what-if analyses with minimal developer involvement.,facilitating the generation of dashboards and what-if analyses with minimal developer involvement
a-06,functional,The system shall generate multiple chart or transformation candidates for the same user intent.,Data Formulator creates multiple chart/transformation candidates based on the user’s intent
a-06,functional,The system shall generate multiple possible chart or data transformation candidates for the same user instruction to enable disambiguation.,Another verification approach is to generate multiple possible charts/data for the same user instruction and show any differences to the user to disambiguate.
a-06,functional,The system shall help users ensure that analyses maintain statistical rigor.,ensuring analyses maintain statistical rigor
a-06,functional,The system shall help users locate necessary datasets.,AI systems present an opportunity to help users locate the necessary datasets in such situations
a-06,functional,The system shall organize interaction history so users can manage an analysis session.,The system organizes the user’s interaction history as data threads
a-06,functional,The system shall provide code explanations in natural language to help users understand and verify generated outputs.,One of the co-audit approaches is to provide code explanations either in natural language or ground the output code in editable step-by-step natural language utterances.
a-06,functional,The system shall provide code explanations to help users understand generated outputs.,It allows users to inspect these candidates via their code and a few examples
a-06,functional,The system shall provide domain knowledge support to help users understand dataset columns and interpret analysis results.,"LLMs can help users understand the various columns in a dataset, help generate semantically rich features for downstream analysis tasks, and can help users interpret the results of the analysis within the domain context."
a-06,functional,"The system shall provide guidance on statistical pitfalls including selection bias, misinterpretation of p-values, and overfitting.","They can also help users avoid common pitfalls such as selection bias, misinterpretation of p-values, and overfitting by providing guidance on issues like multiple comparisons and confounding variables."
a-06,functional,The system shall provide interactive charts and what-if analyses to help users verify outcomes.,"interactive charts and what-if analyses allow users to quickly experiment with different parameters, helping them verify outcomes more effectively than by reading through extensive code"
a-06,functional,"The system shall provide probing mechanisms that allow users to ask follow-up questions, intervene, and modify specific parts.","the need for AI systems to support probing mechanisms, offering interfaces that allow users to ask follow-up questions, intervene and modify specific parts, and provide clear explanations of the AI’s processes and decisions"
a-06,functional,The system shall provide real-time visibility into agent actions and support checkpointing and interruptibility.,"provide real-time visibility into the actions of these agents, along with support for checkpointing and interruptibility"
a-06,functional,The system shall provide tool copilot functionality to facilitate natural language and chat-based interfaces for data analysis tools.,"Recently, numerous applications feature their own AI copilots or AI assistant systems to facilitate a natural language and chat-based interface for their tools."
a-06,functional,The system shall reuse previously generated code and data to generate new results.,The system’s agents reuse previously generated code and data to generate new results
a-06,functional,The system shall streamline data analysis by reducing the need to switch between separate tools.,eliminating the need to switch between separate tools for each step
a-06,functional,"The system shall support code generation for data cleaning, transformation, and visualization.","LLMs for code generation in tasks like data cleaning, transformation, and visualization"
a-06,functional,The system shall support code review or editing as part of verification of data transformations.,"verifying data transformations may require more than visual inspection, requiring code review or editing"
