Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
"AI Copilots for Reproducibility in Science: A Case Study","AI-driven ""Reproducibility Copilot"" can significantly reduce reproducibility time and improve scientific communication by detecting barriers and recommending improvements.","Adrien Bibal, Steven N. Minton, Deborah Khider, Yolanda Gil",2025,2,"Open science initiatives seek to make research outputs more transparent, accessible, and reusable, but ensuring that published findings can be independently reproduced remains a persistent challenge. In this paper we describe an AI-driven""Reproducibility Copilot""that analyzes manuscripts, code, and supplementary materials to generate structured Jupyter Notebooks and recommendations aimed at facilitating computational, or""rote"", reproducibility. Our initial results suggest that the copilot has the potential to substantially reduce reproduction time (in one case from over 30 hours to about 1 hour) while achieving high coverage of figures, tables, and results suitable for computational reproduction. The system systematically detects barriers to reproducibility, including missing values for hyperparameters, undocumented preprocessing steps, and incomplete or inaccessible datasets. Although preliminary, these findings suggest that AI tools can meaningfully reduce the burden of reproducibility efforts and contribute to more transparent and verifiable scientific communication.","","ArXiv","","10.48550/arxiv.2506.20130","https://consensus.app/papers/ai-copilots-for-reproducibility-in-science-a-case-study-bibal-minton/e032a2ca0ed35351bb05aa5cd3af6e64/"
"Empowering Human-AI Collaboration: Enterprise Technology Platforms and Human Expertise Synergy in Healthcare, Finance, and Scientific Research","Human-AI collaboration in healthcare, finance, and scientific research improves diagnostic accuracy and reduces physician burnout, while maintaining human empathy and addressing ethical challenges.","Venkata Babu Mogili",2025,0,"The relationship between professionals and intelligent machines has taken an unexpected turn. Rather than the wholesale job displacement many predicted, a more nuanced reality emerged—one where artificial intelligence becomes a collaborative partner in complex decision-making. A multinational technology corporation exemplifies this shift through platforms that transform how doctors diagnose diseases, bankers assess risk, and scientists make discoveries. Real-world deployments tell compelling stories. Radiologists working with AI catch tumors too small for the human eye alone, yet clinical judgment determines treatment paths. Trading desks employ algorithms that process market data in milliseconds, while portfolio managers apply wisdom no machine possesses about human psychology and market irrationality. Experimental laboratories accelerate discovery through computational analysis of massive datasets, but breakthrough insights still require human creativity and intuition. This technology corporation took a different path when designing its tools. Azure AI offers massive computing power but lets users decide how to apply it. Copilot understands plain English requests rather than forcing people to learn programming languages. Power Platform turns business experts into app developers without writing code. Each choice reflects the same bet: professionals know their work better than any algorithm. The technology should adapt to them, not vice versa. Ethics weren't an afterthought either—built-in safeguards prevent discriminatory outcomes, protect privacy, and explain AI decisions in terms humans understand. Early results validate the approach. Healthcare institutions report improvement in diagnostic accuracy and reduction in physician burnout. Financial firms detect fraud patterns more effectively while maintaining customer relationships that require human empathy. Investigation teams tackle previously impossible problems by combining computational power with scientific creativity. Challenges remain substantial. Privacy regulations constrain healthcare applications. Financial compliance grows more complex as AI systems require new oversight frameworks. Scientific reproducibility demands careful documentation of algorithmic processes. Yet organizations navigating these challenges successfully demonstrate that human-AI collaboration represents not just a technological shift but a fundamental reimagining of professional work itself. The most effective implementations recognize that optimal outcomes emerge when each partner—human and machine—contributes their distinctive strengths to solving problems neither could address alone.","","Journal of Computer Science and Technology Studies","","10.32996/jcsts.2025.7.7.57","https://consensus.app/papers/empowering-humanai-collaboration-enterprise-technology-mogili/eb15fe674e4853eb84bf9208b53f7a70/"
"Measuring GitHub Copilot's Impact on Productivity","","Albert Ziegler, Eirini Kalliamvakou, LI X.ALICE, Andrew Rice, Devon Rifkin, Shawn Simister, Ganesh Sittampalam, Edward Aftandilian",2024,90,"Case study asks Copilot users about its impact on their productivity, and seeks to find their perceptions mirrored in user data.","","Communications of the ACM","1","10.1145/3633453","https://consensus.app/papers/measuring-github-copilots-impact-on-productivity-ziegler-kalliamvakou/46790ee305e158019b85fbe1dafc5af4/"
"Echoes of AI: Investigating the Downstream Effects of AI Assistants on Software Maintainability","Co-development with AI assistants does not consistently lead to degraded code-level maintainability, with no consistent warning signs of degraded code-level maintainability.","Markus Borg, Dave Hewett, Nadim Hagatulah, N. Couderc, Emma Söderberg, Donald Graham, Uttam Kini, Dave Farley",2025,1,"[Context] AI assistants, like GitHub Copilot and Cursor, are transforming software engineering. While several studies highlight productivity improvements, their impact on maintainability requires further investigation. [Objective] This study investigates whether co-development with AI assistants affects software maintainability, specifically how easily other developers can evolve the resulting source code. [Method] We conducted a two-phase controlled experiment involving 151 participants, 95% of whom were professional developers. In Phase 1, participants added a new feature to a Java web application, with or without AI assistance. In Phase 2, a randomized controlled trial, new participants evolved these solutions without AI assistance. [Results] Phase 2 revealed no significant differences in subsequent evolution with respect to completion time or code quality. Bayesian analysis suggests that any speed or quality improvements from AI use were at most small and highly uncertain. Observational results from Phase 1 corroborate prior research: using an AI assistant yielded a 30.7% median reduction in completion time, and habitual AI users showed an estimated 55.9% speedup. [Conclusions] Overall, we did not detect systematic maintainability advantages or disadvantages when other developers evolved code co-developed with AI assistants. Within the scope of our tasks and measures, we observed no consistent warning signs of degraded code-level maintainability. Future work should examine risks such as code bloat from excessive code generation and cognitive debt as developers offload more mental effort to assistants.","","ArXiv","","10.48550/arxiv.2507.00788","https://consensus.app/papers/echoes-of-ai-investigating-the-downstream-effects-of-ai-borg-hewett/f80e8e7b84c65216851d8d89da3ea21f/"
"Artificial Intelligence as a Scientific Copilot in Analytical Chemistry: Transforming How We Write, Review, and Publish","AI tools in analytical chemistry can enhance scientific writing, but responsible adoption and ethical guidelines are needed to ensure AI enhances critical thinking and creativity, rather than undermining it.","Adrián Fuente-Ballesteros, Victoria Samanidou, S. Daryanavard, A. M. Ares, José Bernal",2025,0,"Artificial intelligence (AI) is increasingly present across all phases of analytical chemistry, not only in experimental workflows but also in the way scientific writing is produced, evaluated, and published. This perspective offers a critical reflection on the growing use of AI tools as writing copilots in the field, focusing on novel yet underexplored practices such as literature review support, manuscript drafting, and AI-assisted peer review. While tools like ChatGPT, SciSpace, and Grammarly are becoming commonplace in manuscript preparation, their integration also raises important concerns about authorship transparency, originality, and the homogenization of scientific voice. The article highlights both the opportunities and limitations of these technologies. A comparative analysis is presented to summarize the main strengths, weaknesses, opportunities, and threats associated with AI use in scientific communication. This work advocates for the responsible adoption of these tools, the development of ethical guidelines, and the inclusion of AI training in analytical chemistry curricula. By encouraging the scientific community to reflect on these changes collectively, we expect to ensure that AI enhances, rather than undermines, the critical thinking and creativity that define scientific authorship.","","Analytical Chemistry","1","10.1021/acs.analchem.5c03767","https://consensus.app/papers/artificial-intelligence-as-a-scientific-copilot-in-fuente-ballesteros-samanidou/f78c65ad933c5ea98501c8e27f40302f/"
"The Impact of AI on Developer Productivity: Evidence from GitHub Copilot","GitHub Copilot, an AI pair programmer, significantly increased software developers' productivity by 55.8% when implementing an HTTP server in JavaScript compared to a control group.","Sida Peng, Eirini Kalliamvakou, Peter Cihon, Mert Demirer",2023,444,"Generative AI tools hold promise to increase human productivity. This paper presents results from a controlled experiment with GitHub Copilot, an AI pair programmer. Recruited software developers were asked to implement an HTTP server in JavaScript as quickly as possible. The treatment group, with access to the AI pair programmer, completed the task 55.8% faster than the control group. Observed heterogenous effects show promise for AI pair programmers to help people transition into software development careers.","","ArXiv","","","https://consensus.app/papers/the-impact-of-ai-on-developer-productivity-evidence-from-peng-kalliamvakou/1a2cf1bd0d855faf97982172d00c9c34/"
"Virtuous Machines: Towards Artificial General Science","A domain-agnostic AI system can independently navigate a scientific workflow, conducting non-trivial research with theoretical reasoning and methodological rigor comparable to experienced researchers.","Gabrielle Wehr, Reuben Rideaux, Amaya J. Fox, David R. Lightfoot, Jason Tangen, J. Mattingley, Shane E. Ehrhardt",2025,0,"Artificial intelligence systems are transforming scientific discovery by accelerating specific research tasks, from protein structure prediction to materials design, yet remain confined to narrow domains requiring substantial human oversight. The exponential growth of scientific literature and increasing domain specialisation constrain researchers'capacity to synthesise knowledge across disciplines and develop unifying theories, motivating exploration of more general-purpose AI systems for science. Here we show that a domain-agnostic, agentic AI system can independently navigate the scientific workflow - from hypothesis generation through data collection to manuscript preparation. The system autonomously designed and executed three psychological studies on visual working memory, mental rotation, and imagery vividness, executed one new online data collection with 288 participants, developed analysis pipelines through 8-hour+ continuous coding sessions, and produced completed manuscripts. The results demonstrate the capability of AI scientific discovery pipelines to conduct non-trivial research with theoretical reasoning and methodological rigour comparable to experienced researchers, though with limitations in conceptual nuance and theoretical interpretation. This is a step toward embodied AI that can test hypotheses through real-world experiments, accelerating discovery by autonomously exploring regions of scientific space that human cognitive and resource constraints might otherwise leave unexplored. It raises important questions about the nature of scientific understanding and the attribution of scientific credit.","","ArXiv","","10.48550/arxiv.2508.13421","https://consensus.app/papers/virtuous-machines-towards-artificial-general-science-wehr-rideaux/f4cdbc800ac654f5812ca7a1e11ad194/"
"Artificial intelligence and illusions of understanding in scientific research","AI tools promise improved productivity and objectivity in scientific research, but can also exploit cognitive limitations, leading to illusions of understanding and potentially leading to less innovative and more vulnerable scientific research.","Lisa Messeri, M. J. Crockett",2024,383,"Scientists are enthusiastically imagining ways in which artificial intelligence (AI) tools might improve research. Why are AI tools so attractive and what are the risks of implementing them across the research pipeline? Here we develop a taxonomy of scientists' visions for AI, observing that their appeal comes from promises to improve productivity and objectivity by overcoming human shortcomings. But proposed AI solutions can also exploit our cognitive limitations, making us vulnerable to illusions of understanding in which we believe we understand more about the world than we actually do. Such illusions obscure the scientific community's ability to see the formation of scientific monocultures, in which some types of methods, questions and viewpoints come to dominate alternative approaches, making science less innovative and more vulnerable to errors. The proliferation of AI tools in science risks introducing a phase of scientific enquiry in which we produce more but understand less. By analysing the appeal of these tools, we provide a framework for advancing discussions of responsible knowledge production in the age of AI.","","Nature","1","10.1038/s41586-024-07146-0","https://consensus.app/papers/artificial-intelligence-and-illusions-of-understanding-messeri-crockett/082485215b91586490d99b507e11a1cc/"
"The Role of AI in Drug Discovery","AI has the potential to significantly enhance drug discovery, but challenges and limitations must be overcome to fully realize its benefits.","M. Abbas, Abrar Rassam, Fatima Karamshahi, Rehab Abunora, Maha Abouseada",2024,58,"The emergence of Artificial Intelligence (AI) in drug discovery marks a pivotal shift in pharmaceutical research, blending sophisticated computational techniques with conventional scientific exploration to break through enduring obstacles. This review paper elucidates the multifaceted applications of AI across various stages of drug development, highlighting significant advancements and methodologies. It delves into AI's instrumental role in drug design, polypharmacology, chemical synthesis, drug repurposing, and the prediction of drug properties such as toxicity, bioactivity, and physicochemical characteristics. Despite AI's promising advancements, the paper also addresses the challenges and limitations encountered in the field, including data quality, generalizability, computational demands, and ethical considerations. By offering a comprehensive overview of AI's role in drug discovery, this paper underscores the technology's potential to significantly enhance drug development, while also acknowledging the hurdles that must be overcome to fully realize its benefits.","","ChemBioChem","1","10.1002/cbic.202300816","https://consensus.app/papers/the-role-of-ai-in-drug-discovery-abbas-rassam/9b39b5f567e05f99a20f9adfa3df9597/"
"The Productivity Effects of Generative AI: Evidence from a Field Experiment with GitHub Copilot","GitHub Copilot, an AI-based coding assistant, suggests that software developers at Microsoft and Accenture became more productive by completing 12.92% to 21.83% more pull requests per week.","Kevin Zheyuan Cui, Mert Demirer, Sonia Jaffe, Leon Musolff, Sida Peng, Tobias Salz",2024,22,"We are providing a preview of a project that analyzes two field experiments with 1,974 software developers at Microsoft and Accenture to evaluate the productivity impact of Generative AI. As part of our study, a random subset of developers was given access to GitHub Copilot, an AI-based coding assistant that intelligently suggests 'completions' for code. Our preliminary results provide suggestive evidence that these developers became more productive, completing 12.92% to 21.83% more pull requests per week at Microsoft and 7.51% to 8.69% at Accenture (depending on specification). Due to low compliance in the Microsoft experiment and internal organizational changes at Accenture, our estimates are not very precise and only reach statistical significance if we weight more heavily periods in which Copilot uptake differs across control and treatment.","","An MIT Exploration of Generative AI","","10.21428/e4baedd9.3ad85f1c","https://consensus.app/papers/the-productivity-effects-of-generative-ai-evidence-from-a-cui-demirer/dee559e53cf6529b8163a42a0864fbcb/"
